Year,Country,"Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Life expectancy at birth, total (years)",Prevalence of overweight (% of adults),Prevalence of current tobacco use (% of adults),Current health expenditure per capita (current US$),Individuals using the Internet (% of population),GDP per capita (current US$),Access to electricity (% of population),ICT goods exports (% of total goods exports),Urban population (% of total population),"School enrollment, tertiary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, secondary (% net)","Primary completion rate, total (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Labor force, female (% of total labor force)",Proportion of seats held by women in national parliaments (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Mortality rate, infant (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)",Current health expenditure (% of GDP),Births attended by skilled health staff (% of total),People using safely managed drinking water services (% of population)
2015,Indonesia,3.58360004425049,13.28127,10.52216,20.76979,58.4035692594767,46.4139017298233,51.004265595357,21.8838899263593,5.04473675290412,73.0713752539611,69.699,27.4,36.7,97.16175842,22.1,3288.22269737572,97.5,3.52,53.313,33.0326499938965,95.0,75.77185,109.528511047363,96.7713165283203,38.252327494345,17.1171171171171,93.0,1.0,23.1,84.0,2.92428517,,28.2892166903199
2014,Indonesia,3.28800988197327,12.27912,9.95311,19.53687,60.3086813821436,48.9641862651379,53.297939839427,,,,69.533,26.5,,103.05883789,17.1,3441.06808455308,97.0,3.47,52.635,30.5253391265869,95.0,75.21275,109.713562011719,91.0997848510742,38.1356228773566,16.9369369369369,93.0,1.0,24.0,88.0,2.96433568,,27.9969893991559
2013,Indonesia,3.35904002189636,11.92782,9.86514,21.60243,60.3333095547463,49.5332975002436,53.6537264213904,,,,69.264,25.7,,103.37931824,14.9,3566.60284506078,96.5,3.62,51.955,30.4385662078857,,75.36034,107.166213989258,82.7555923461914,38.1245112058003,18.5714285714286,,,24.9,92.0,2.86934805,87.4,27.7025394921243
2012,Indonesia,3.40748000144958,11.48465,10.2787,23.32807,61.3747717605475,50.8096573510773,54.8469524853331,,,,68.973,24.9,,106.90163422,14.5,3632.272540431,96.0,4.06,51.276,29.5658359527588,,74.17695,109.122627258301,83.58056640625,38.3402240532941,18.5714285714286,,,25.8,87.0,2.91427088,83.1,27.4062128481355
2011,Indonesia,3.18944001197815,,,,63.6044849274537,53.7168307291386,57.4838941330746,,,,68.823,24.2,,108.03186035,12.3,3579.46442452684,94.8,3.86,50.595,25.4599514007568,93.0,72.91917,102.359306335449,89.9990463256836,38.2643652741731,18.2142857142857,90.0,1.0,26.8,81.0,2.98942471,,27.1076557389763
2010,Indonesia,2.81227993965149,9.96239,8.28022,21.83162,65.4975349202881,56.9429745490326,60.2055388703752,25.3232657616765,5.60726640839076,69.0694680236578,68.679,23.4,36.3,86.36213684,10.9,3065.68348366636,94.2,4.98,49.914,23.8078193664551,,66.64897,102.534896850586,86.6886978149414,38.4546616270421,18.0357142857143,,,27.8,81.0,2.7908783,82.2,26.8071029221378
2009,Indonesia,3.52513003349304,13.48797,10.9866,21.05883,66.7309897995096,57.9260789360184,61.2743946953539,,,,68.494,22.7,,62.98189545,6.92,2218.48541852977,93.6,5.94,49.134,23.0492897033691,93.0,64.76545,100.199127197266,84.0852127075195,38.2686410284796,17.8571428571429,90.0,1.0,28.9,78.0,2.62324095,,26.4923942303162
2008,Indonesia,2.90190005302429,11.36056,9.42407,16.9734,67.1981629052971,57.9279778068942,61.43146729387,,,,68.226,21.9,,59.79582214,7.92,2124.55483920617,92.7,4.76,48.335,20.8093490600586,92.0,64.02634,99.1960372924805,77.3115692138672,38.1600007418539,11.6363636363636,89.0,1.0,29.9,77.0,2.54842305,74.86,26.1730364870992
2007,Indonesia,3.04425001144409,11.48652,9.48922,23.70688,67.2498300355159,58.1971437171944,61.5546102021816,,,,68.189,21.2,,56.52228165,5.79,1823.21976255073,91.1,5.28,47.535,17.7960300445557,,64.8416,100.271362304688,80.7571334838867,37.84342857898,11.6363636363636,,,31.0,73.0,2.82385564,73.0,25.8512091835091
2006,Indonesia,,,,,65.730215207644,58.8109389399796,61.2586271012482,,,,67.914,20.5,,44.80917358,4.76,1558.31562847164,90.6,6.09,46.738,16.9588603973389,92.0,57.5779,97.5537185668945,74.6575622558594,36.0479574706164,11.2727272727273,89.0,1.0,32.3,72.0,2.61946416,,25.5274177283386
2005,Indonesia,2.8728199005127,,,,66.3344724446346,59.3438628215497,61.8041979621176,,,,67.649,19.8,35.8,34.40548706,3.6,1238.21447629488,84.8,8.11,45.942,16.8704605102539,,53.3964,98.9920120239258,72.4749374389648,36.0144655947966,11.2727272727273,,,33.5,72.0,2.53189397,,25.2014182810079
2004,Indonesia,2.74847006797791,,,,69.9685329222347,60.8784168099862,64.1041588306976,,,,65.75,19.1,,26.21132469,2.6,1126.84004447173,89.0,9.12,45.149,16.3212699890137,90.0,54.89742,98.6548461914062,76.0020294189453,36.2170272994368,11.2727272727273,87.0,1.0,36.9,71.0,2.12002277,71.5,24.8734759966767
2003,Indonesia,3.21799993515015,,,,70.867695116974,62.4338505752344,65.4749866863125,,,,67.413,18.4,,25.73569489,2.39,1043.2105838671,87.9,9.31,44.356,15.9035701751709,,53.46558,99.5420532226562,74.9578704833984,36.7054784360236,8.0,,,36.2,71.0,2.24837184,66.3,24.5432062399174
2002,Indonesia,2.64568996429443,,,,69.4402759078969,60.6876686640386,63.8577800177852,,,,67.134,17.8,,19.14863396,2.13,881.002913569131,87.6,,43.568,14.8015203475952,,50.80151,97.3382034301758,71.9359893798828,36.7076975604335,8.0,,,37.7,70.0,1.98062706,68.4,24.2112761835265
2001,Indonesia,2.46003007888794,,,,69.5740408414077,60.7907076523472,64.043508720318,,,,66.758,17.1,,17.0277462,2.02,732.307093405708,86.3,,42.783,14.2340402603149,,49.59,95.3834915161133,,37.5504413917318,8.0,,,39.3,76.0,2.11850214,,23.8774394930567
2000,Indonesia,,,,,71.7866941188609,64.3064116427492,67.1651998771395,32.8686878795603,6.60027517057905,60.5310370938515,66.433,16.5,35.4,15.53566933,0.926,763.711124950924,86.3,,42.002,14.9254198074341,,,,,38.4751489332459,8.0,,,40.9,75.0,1.85297656,66.9,23.5418444315928
1999,Indonesia,,,,,71.9390198869452,63.8107250812313,66.9166993635672,,,,66.221,15.8,,,0.444,657.268934667018,83.73,,40.792,14.7992601394653,,,,,38.427265881653,,,,42.6,75.0,,,
1998,Indonesia,,,,,72.3633631280514,63.9062549085683,67.1442723738632,,,,65.962,15.2,,,0.255,454.877800792123,80.94,,39.593,13.4271001815796,,,,,38.5566265591379,11.4,,,44.5,74.0,,56.0,
1997,Indonesia,1.07208001613617,,,24.04874,71.1188854250486,60.5930387055593,64.5482124740231,,,,65.733,14.6,,,0.195,1044.60674832472,80.3,,38.406,13.460280418396,,,95.4097137451172,,37.9602687038668,11.4,,,46.3,73.0,,49.1,
1996,Indonesia,1.07854998111725,,,,72.6609013132102,61.5922399944756,65.7878228443562,,,,65.355,14.0,,,0.0566,1118.92133024129,72.39,,37.235,11.616530418396,,,94.8697280883789,,38.3195855960361,,,,48.3,72.0,,,
1995,Indonesia,1.00434994697571,,,,73.080480492571,61.7254781992451,66.0402591460461,,,,65.237,13.5,,,0.0261,1011.22614205568,66.86,,36.076,11.4058303833008,,41.82443,95.2415237426758,52.103630065918,38.3622755103121,,,,50.4,69.0,,49.7,
1994,Indonesia,0.998549997806549,,,,73.1235500432982,61.8281798482418,66.1307672758958,,,,64.856,13.0,,,0.00106,899.793982949817,62.8,,34.933,10.6053104400635,,,95.4393692016602,,38.4035039227503,,,,52.5,68.0,,39.8,
1993,Indonesia,,,,,73.1175951198518,61.854337515268,66.1400667528873,,,,64.598,12.5,,,,817.395116417856,55.43,,33.808,9.4519100189209,,,92.7073974609375,,38.1490217895029,,,,54.7,66.0,,,
1992,Indonesia,,,,,73.1595349468147,62.0966139308963,66.3452985245318,,,,64.126,12.0,,,,673.67103954742,66.6965637207031,,32.703,9.49180030822754,,,89.0867004394531,,38.4978827292023,,,,56.9,64.0,,40.7,
1991,Indonesia,,,,,73.1899654830797,62.2554686908024,66.4045964672361,,,,63.537,11.5,,,,624.387495384411,48.9,,31.613,8.65165042877197,,,90.7412033081055,,38.0879055539207,,,,59.3,62.0,,35.1,
1990,Indonesia,,,,,,,,,,,63.181,11.1,,,0.0,578.420121135382,,,30.584,8.38504981994629,82.0,,94.395881652832,,38.5881481118516,,75.0,1.0,61.7,60.0,,40.7,
1989,Indonesia,0.871410012245178,,,,,,,,,,62.696,10.7,,,,524.143027322576,,,29.651,7.92065000534058,,,97.4142074584961,,,,,,64.1,57.0,,,
1988,Indonesia,,,,,,,,,,,62.211,10.2,,,,476.662483405818,,,28.736,6.83737993240356,,,97.0849075317383,50.4808692932129,,,,,66.5,54.0,,,
1987,Indonesia,,,,,,,,,,,61.973,9.9,,,,437.60655039936,,,27.835,7.54273986816406,,42.08292,97.2932434082031,,,,,,68.8,50.0,,36.3,
1986,Indonesia,,,,,,,,,,,61.722,9.5,,,,469.834241253429,,,26.953,6.35422992706299,,,97.4167404174805,41.3177185058594,,,,,71.1,47.0,,,
1985,Indonesia,,,,,,,,,,,61.307,9.1,,,,511.400883618027,,,26.089,6.10876989364624,,,95.2554321289062,39.0439987182617,,,,,73.5,27.0,,,
1984,Indonesia,,,,,,,,,,,60.728,8.8,,,,519.774063103241,,,25.244,5.33847999572754,,,85.5808334350586,36.4183387756348,,,,,75.8,13.0,,,
1983,Indonesia,,,,,,,,,,,60.273,8.5,,,,507.682945653414,,,24.415,4.08438014984131,,,75.7427597045898,,,,,,78.1,6.0,,,
1982,Indonesia,,,,,,,,,,,59.757,8.2,,,,577.745632722784,,,23.606,3.88013005256653,,,70.4250717163086,,,,,,80.4,1.0,,,
1981,Indonesia,,,,,,,,,,,59.138,7.9,,,,560.830336032961,,,22.815,3.86744999885559,,,65.8477935791016,,,,,,82.7,1.0,,,
1980,Indonesia,,,,,,,,,,,58.754,7.6,,,,486.620172021155,,,22.104,3.38935995101929,67.0,,,,,,58.0,1.0,85.1,,,,
2020,India,4.04014158248901,,,,78.6391240567708,76.7278002269728,77.2018325012002,,,,70.15,,27.2,64.0,43.4,1907.04251637669,96.5,2.05,34.926,29.8196392059326,,,98.1042175292969,88.2180480957031,24.5059963511351,14.3646408839779,,0.91803777217865,28.1,85.0,3.34,,
2019,India,3.89732360839844,,,,78.4509772474217,76.0255681240875,76.6267497173165,24.166184366593,9.9006121614115,65.9332019454579,70.91,,28.1,61.0,29.5,2041.42863698585,95.9,2.0,34.472,29.0233592987061,,,96.3093719482422,85.7720565795898,24.6708634419844,14.3911439114391,,,29.7,91.0,2.95,,
2018,India,4.3769326210022,,,,78.7671519855237,75.9132762548905,76.6150587807964,,,,70.71,,28.1,58.0,20.1,1966.25455171679,95.7,1.18,34.03,28.5316867828369,,,,,24.6072440721406,11.8081180811808,,,31.3,90.0,2.86,,
2017,India,4.30639696121216,,,,79.0101554004669,75.8675191925803,76.6378005049037,,,,70.467,,,57.0,18.2,1950.10468280866,91.8,0.86,33.6,27.9090518951416,,,98.5887145996094,85.9737243652344,24.5278975830411,11.8081180811808,,,32.9,89.0,2.94,,
2016,India,4.256516456604,,,,79.1756109276977,75.7971104315973,76.6222714912274,,,,70.117,19.7,,60.0,16.5,1707.50892912243,89.6,0.95,33.182,27.3043575286865,,,99.3136749267578,86.2597122192383,24.4420298851575,11.9705340699816,,0.927129983901978,34.7,88.0,3.5,81.4,
2015,India,4.11499166488647,,,,80.8584626921611,76.8471287820255,77.8238831545953,28.2602532026273,9.696794964685,62.042953140371,69.636,19.1,32.2,58.0,14.9,1583.99815907985,88.0,0.89,32.777,27.2845668792725,,,99.9040069580078,86.1211929321289,24.366850772594,11.9705340699816,,,36.5,87.0,3.6,,
2014,India,3.89878034591675,,,,82.4415856986539,77.8560698607378,78.9700402866535,,,,69.074,18.6,,57.0,13.5,1553.88396075118,85.1,0.97,32.384,25.991325378418,,,99.0280990600586,86.9745864868164,24.3084533862227,11.4180478821363,,,38.5,85.0,3.62,81.4,
2013,India,3.84467005729675,9.79172,16.8546,49.27271,83.8937064566068,78.7955371918794,80.0331626950867,,,,68.46,18.0,,56.0,12.3,1432.84397512195,83.1,1.59,32.003,24.3906383514404,,61.63147,96.9724807739258,82.4574966430664,24.2898081996864,11.0091743119266,,,40.5,83.0,3.75,,
2012,India,4.08479833602905,9.40785,15.71915,54.44577,85.2507607820928,79.7083273369981,81.0547252273362,,,,67.887,17.5,,49.0,11.1,1429.32199520032,79.9,1.98,31.634,24.9402103424072,,,,,24.3085528948494,11.0091743119266,,,42.5,82.0,3.33,,
2011,India,3.79618000984192,9.0303,15.22846,60.97288,86.8598381119113,80.7541389392633,82.265122430857,,,,67.359,17.0,,48.0,10.1,1445.46127486037,79.5,2.18,31.276,23.8253688812256,69.0,,95.8912353515625,78.9787063598633,24.7641376803459,11.0091743119266,59.0,1.0,44.6,82.0,3.25,,
2010,India,3.377690076828,7.49038,14.1265,71.54343,88.2967475150605,81.78321263713,83.4250484260993,35.0090893635252,10.1960360603314,54.7948740551498,66.909,16.5,38.1,45.0,7.5,1347.51939071367,76.3,2.0,30.93,18.6971797943115,,,,,25.2233059518446,10.8256880733945,,,46.7,79.0,3.27,,
2009,India,3.27824997901917,7.58993,13.59323,77.55281,88.6309119860669,81.8868613613026,83.632003173247,,,,66.513,16.0,,38.0,5.12,1094.94974598436,75.0,3.45,30.587,16.8205890655518,,,99.3028717041016,,25.8930223311966,10.8256880733945,,,48.7,74.0,3.49,,
2008,India,,,,,88.9327591528243,81.9822899455056,83.8272518845262,,,,66.149,15.6,,38.0,4.38,992.519584923828,74.1,0.97,30.246,15.8141202926636,,,98.2635498046875,70.5070571899414,26.5613848236897,9.05730129390018,,,50.8,70.0,3.51,52.3,
2007,India,,,,,89.2081626182849,82.0008851533243,83.9617498363284,,,,65.788,15.1,,36.0,3.95,1021.88707706826,72.3,1.07,29.906,13.8339099884033,,,,,27.2272889223942,9.05730129390018,,,52.8,64.0,3.52,,
2006,India,3.14284992218018,,16.74737,56.92187,89.4093416574782,82.0803124047771,84.1228087611457,,,,65.412,14.6,,29.0,2.81,801.668353659022,67.9,1.11,29.569,12.1438102722168,63.0,,,64.9055023193359,27.8892574062721,8.25688073394496,51.0,1.0,54.8,65.0,3.63,46.6,
2005,India,3.18875002861023,,17.26857,59.80892,89.6156952682978,82.1710679533465,84.2948105375366,,,,64.996,14.2,45.5,27.0,2.39,710.488080408949,68.8,1.11,29.235,11.3199701309204,,,,,28.5484124988957,8.28729281767956,,,56.8,65.0,3.79,,
2004,India,3.35254001617432,,18.33907,62.91641,89.8558846926895,82.2728406597443,84.4240201214777,,,,64.524,13.8,,25.0,1.98,624.258826510066,64.4,1.43,28.903,11.6037998199463,,,,,28.3870015308713,8.25688073394496,,,58.7,63.0,3.96,,
2003,India,3.61340999603271,11.35044,20.30911,70.25823,90.1009863860136,82.3696195972993,84.5508686276616,,,,64.094,13.3,,22.0,1.69,544.143133545002,65.4,1.61,28.572,11.2758102416992,,,82.9625930786133,58.9382781982422,28.2298793462636,8.83977900552486,,,60.6,61.0,4.01,,
2002,India,,,,,90.3206357063539,82.418723314371,84.6363454828938,,,,63.616,12.9,,20.0,1.54,469.149928973927,62.3,1.56,28.244,10.7845497131348,,,78.67822265625,55.6588401794434,28.0788988641758,8.83977900552486,,,62.6,59.0,4.24,,
2001,India,,13.73107,23.94886,,90.5453559577318,82.4117201962114,84.6821743671456,,,,63.091,12.5,,20.0,0.66,450.357900514128,62.0,1.96,27.918,10.3922300338745,61.0,,76.3768005371094,,27.9324322202899,8.83977900552486,48.0,1.0,64.5,59.0,4.26,,
2000,India,4.32479000091553,14.84075,25.33873,96.88233,90.7014465061344,82.3877378656395,84.696484535497,46.7105759457287,9.27221013828608,44.0172142322494,62.669,12.1,54.5,18.0,0.528,442.750218937263,60.3,1.69,27.667,9.65246963500977,,,71.4690093994141,,27.7890375024769,9.00735294117647,,,66.4,58.0,4.03,42.5,
1999,India,4.41539001464844,12.18634,25.36353,,90.6886502093095,82.5991702966585,84.8174381410599,,,,62.207,11.8,,,0.273,441.927991436397,60.1,,27.453,,,,68.8994216918945,,27.4398057339715,8.44036697247707,,,68.4,59.0,,42.3,
1998,India,3.57256007194519,,,,90.5692010453016,82.7511947820183,84.8678419727427,,,,61.792,11.4,,,0.139,413.630864056851,56.1821327209473,,27.24,,,,,,27.0920817144675,8.10313075506446,,,70.3,61.0,,,
1997,India,3.3613600730896,,,,90.4872519678696,82.8807893107249,84.9135836297577,,,,61.388,11.1,,,0.0708,416.228116203753,54.5948638916016,,27.028,6.55761003494263,,,,,26.7431263462586,7.15596330275229,,,72.1,62.0,,,
1996,India,,,,,90.4034349560585,82.9982733204136,84.951347887356,,,,60.984,10.7,,,0.0463,401.046754673579,53.0035209655762,,26.817,6.26949977874756,,,,,26.3947997410233,,,,73.9,66.0,,,
1995,India,,,,,90.2940180466004,83.1396850049458,85.0017606558341,,,,60.596,10.4,,,0.0262,375.17600537305,51.4087753295898,,26.607,5.54008007049561,,,73.2536087036133,,26.045258171075,,,,75.7,71.0,,,
1994,India,,,,,90.1917084436164,83.2459449425522,85.0295165755368,,,,60.216,10.1,,,0.00107,347.73421473994,49.8113098144531,,26.399,,,,,,25.6951834140875,,,,77.4,67.0,,,
1993,India,,,,,90.0960027621717,83.324866236993,85.0564647953616,,,,59.815,9.7,,,0.000218,302.884806246174,50.9,,26.191,,,,,,25.586817791899,,,,79.0,61.0,,34.2,
1992,India,,,,,89.9988594171046,83.3628482652579,85.0535325822252,,,,59.452,9.4,,,0.000111,319.182472626315,,,25.984,,,,,,25.4909407777415,,,,80.7,56.0,,,
1991,India,,,,,89.9108170741258,83.4103300744603,85.0603560500419,,,,59.055,9.1,,,,305.574055928592,,,25.778,6.06103992462158,48.0,,,,25.3976409921109,,34.0,1.0,82.5,57.0,,,
1990,India,,,,,,,,,,,58.652,8.9,,,0.0,371.085936203765,,,25.547,5.98130989074707,,,,,25.3115527460402,,,,84.4,70.0,,,
1989,India,,,,,,,,,,,58.233,8.6,,,,349.915155021864,,,25.305,5.7842001914978,,,,43.692081451416,,,,,86.4,50.0,,,
1988,India,,,,,,,,,,,57.777,8.3,,,,358.484539641693,,,25.063,5.5646800994873,,,64.549186706543,43.446891784668,,,,,88.6,40.0,,,
1987,India,,,,,,,,,,,57.315,8.0,,,,344.941028293075,,,24.823,6.37517023086548,,,63.3299407958984,42.482349395752,,,,,90.9,30.0,,,
1986,India,,,,,,,,,,,56.835,7.8,,,,314.897116402542,,,24.585,6.04269981384277,,,,,,,,,93.2,20.0,,,
1985,India,,,,,,,,,,,56.334,7.5,,,,300.928258576378,,,24.348,5.88107013702393,,,,,,,,,95.5,18.0,,,
1984,India,,,,,,,,,,,55.816,7.3,,,,281.049867840717,,,24.113,5.91021013259888,,,,,,,,,97.8,16.0,,,
1983,India,,,,,,,,,,,55.281,7.0,,,,295.999773299382,,,23.879,5.61353015899658,,,,,,,,,100.2,14.0,,,
1982,India,,,,,,,,,,,54.732,6.8,,,,278.65038258267,,,23.647,4.99417018890381,,,,,,,,,102.9,12.0,,,
1981,India,,,,,,,,,,,54.175,6.6,,,,274.964330768528,,,23.417,5.30499982833862,41.0,,,,,,26.0,1.0,105.7,6.0,,,
1980,India,,,,,,,,,,,53.611,6.3,,,,271.080945953678,,,23.098,5.01389980316162,,,,,,,,,108.9,6.0,,,
2020,Japan,3.30628991127014,,,,8.11876160915687,11.2812585649408,9.88143171813823,,,,84.56,,20.1,4436.0,90.2,40040.7655055923,100.0,8.89,91.782,62.1358413696289,,,,,44.1368438322446,9.89247311827957,,,1.8,96.0,11.0,99.9,98.6111758553163
2019,Japan,3.15533995628357,,,,8.15841560087891,11.3429588742272,9.93231054160536,10.2966193961317,4.91285957647839,84.7905248056048,84.3563414634146,,20.5,4463.0,92.7,40415.9567649547,100.0,8.0,91.698,62.1184997558594,,,,,44.2136193940921,10.1075268817204,,,1.8,98.0,10.97,99.9,98.563809276051
2018,Japan,3.07782006263733,,,,8.43658949069418,11.5186830014944,10.1628000634328,,,,84.2109756097561,,20.5,4288.0,88.7,39751.1330982711,100.0,8.11,91.616,62.2089385986328,,,,,43.8867336340833,10.1075268817204,,,1.9,98.0,10.74,99.9,98.5164504631983
2017,Japan,3.13057994842529,,,,8.61527994175385,11.580786831295,10.2892206440995,,,,84.099756097561,,,4148.0,91.7,38834.0529341227,100.0,8.35,91.535,62.4629783630371,,,,,43.4739153660068,10.1075268817204,,,1.9,99.0,10.66,99.9,98.4690994167584
2016,Japan,3.14643001556396,21.78104,24.05154,20.60904,8.92101677331396,11.6406160458218,10.4649394119409,,,,83.9848780487805,27.2,,4200.0,93.2,39375.4731620781,100.0,8.31,91.457,63.1872291564941,,,,,43.0975667735446,9.47368421052632,,,2.0,99.0,10.66,99.8,98.4217561367312
2015,Japan,3.31221008300781,,,,9.32234892752209,12.0221480226363,10.864182472174,13.1540299447058,5.27661045185498,81.5693594983226,83.7939024390244,26.8,22.7,3755.0,91.1,34960.6393843385,100.0,8.52,91.381,62.4726600646973,,,,,42.7600285740469,9.47368421052632,,,2.0,96.0,10.75,99.9,98.3744206231166
2014,Japan,3.41529989242554,22.54562,24.01273,24.36669,9.83645692636648,12.2589708974314,11.2246553936233,,,,83.5878048780488,26.4,,4122.0,89.1,38475.3952461838,100.0,8.37,91.304,62.7269897460938,,,,,42.5981258911193,8.125,,,2.1,96.0,10.73,99.8,98.3270928759148
2013,Japan,3.40875005722046,22.97133,24.73159,23.99086,9.98284074732297,12.3526121649209,11.3451606599237,,,,83.3319512195122,26.1,,4358.0,88.2,40898.6478964744,100.0,8.64,91.226,62.8381881713867,,,,,42.3561062248985,8.125,,,2.1,96.0,10.67,,98.2797728951257
2012,Japan,3.41945004463196,,,,10.2696065089654,12.5232275325893,11.5759805042742,,,,83.0960975609756,25.7,,5235.0,79.5,49145.2804308193,100.0,9.15,91.148,,,,,,41.8975673625217,7.91666666666667,,,2.2,97.0,10.67,99.8,98.2324606807493
2011,Japan,3.60527992248535,,,,10.5327820346543,12.5020641187906,11.6758871853877,,,,82.5912195121951,25.3,,5107.0,79.1,48760.0789494211,100.0,9.23,91.069,,,,,,41.7767904751961,10.8333333333333,,,2.3,97.0,10.49,99.8,98.1851562327856
2010,Japan,3.59951996803284,,,,10.9755239934256,12.9032979622428,12.0942645571803,13.382204291544,6.33984440942013,80.277952877026,82.8426829268293,24.9,25.8,4074.0,78.2,44968.1562349739,100.0,10.68,90.812,,,,,,41.7478334369055,11.25,,,2.3,97.0,9.06,99.8,98.1378595512346
2009,Japan,3.5559778213501,,,,11.4872408685915,13.119050837104,12.4380015037629,,,,82.9314634146342,24.4,,3699.0,78.0,41308.9968370512,100.0,12.08,89.989,,,,,,41.6105507496109,11.25,,,2.4,97.0,8.96,99.8,98.0905706360964
2008,Japan,3.27241992950439,,,,11.9539292353599,13.3991964304043,12.8010985748219,,,,82.5875609756098,24.0,,3225.0,75.4,39876.3039685725,100.0,11.84,89.103,,,,,,41.319241161199,9.375,,,2.5,98.0,8.09,99.8,98.0432894873708
2007,Japan,3.27934002876282,,,,12.5138189654056,13.5535875997391,13.1251186401764,,,,82.5070731707317,23.5,,2783.0,74.3,35779.0245416427,100.0,13.16,88.146,,,,,,41.156088445291,9.375,,,2.6,98.0,7.78,99.8,97.9960161050579
2006,Japan,3.27667999267578,,,,13.0389540464561,13.8979670398518,13.5437152739354,,,,82.3219512195122,23.1,,2766.0,68.7,35991.546002862,100.0,15.95,87.118,,,,,,41.1242402109227,9.375,,,2.7,98.0,7.69,99.8,97.9487504891578
2005,Japan,3.31493997573853,,,,14.1312401490431,14.4613004827453,14.325642317374,,,,81.9551219512195,22.6,29.4,2895.0,66.9,37812.8950199948,100.0,16.95,85.978,,,,,,41.0023851121326,8.95833333333333,,,2.8,98.0,7.66,99.8,97.9014926396703
2004,Japan,3.42611002922058,,,,14.6392974580715,14.6654785754758,14.6547427318822,,,,82.030243902439,22.2,,2888.0,62.4,38298.9801712303,100.0,18.44,84.64,,,,,,40.8702503367928,7.08333333333333,,,2.8,99.0,7.54,99.8,97.8542425565956
2003,Japan,3.46662998199463,,,,14.9565158647347,14.6236314573592,14.7593349621758,,,,81.76,21.8,,2654.0,48.4,35387.0374203599,100.0,19.37,83.196,,,,,,40.6086762802785,7.08333333333333,,,2.9,97.0,7.49,99.8,97.8542425565956
2002,Japan,3.40898990631104,,,,15.3789062268284,14.7187941625597,14.9870760235881,,,,81.6907317073171,21.4,,2416.0,46.6,32820.7936433254,100.0,19.9,81.647,,,,,,40.5268359208666,7.29166666666667,,,3.0,96.0,7.35,99.8,97.8542425565956
2001,Japan,3.40082001686096,,,,16.2253994050582,14.8687195544581,15.4198378988394,,,,81.4163414634146,21.0,,2492.0,38.5,34406.1824638092,100.0,20.36,79.99,,,,,,40.5009551427709,7.29166666666667,,,3.1,95.0,7.24,99.8,97.8542425565956
2000,Japan,3.46011996269226,,,,17.1656266346041,15.3680113822652,16.0943994165794,12.2492072882793,7.93384249071784,79.8169503103041,81.0760975609756,20.7,33.3,2756.0,30.0,39169.3595701504,100.0,22.7,78.649,,,,,,40.3055529487737,7.29166666666667,,,3.3,85.0,7.03,99.8,97.8542425565956
1999,Japan,3.37812995910645,,,,17.9450522334633,15.745920109819,16.6341594448945,,,,80.4609756097561,20.5,,,21.4,36610.1683163197,100.0,,78.523,46.8638801574707,,,104.859527587891,,40.3012158405391,4.6,,,3.4,80.0,,,
1998,Japan,3.29797005653381,,,,18.3442253592995,15.9402542918228,16.9129264467484,,,,80.5014634146342,20.3,,,13.4,32423.7556133801,100.0,,78.398,45.2566986083984,,,107.797218322754,,40.4170125492977,4.6,,,3.6,75.0,,,
1997,Japan,,,,,18.9748955678269,16.9745692617996,17.7825229189373,,,,80.4241463414634,20.0,,,9.16,35638.2319556941,100.0,,78.272,,,,,,40.3887387225905,4.6,,,3.8,70.0,,,
1996,Japan,,,,,19.4301507567876,16.9488897201173,17.9463461823778,,,,80.219756097561,19.8,,,4.37,39150.0396308089,100.0,,78.145,,,,,,40.2151591934423,,,,4.0,99.0,,100.0,
1995,Japan,3.40211009979248,,,,20.159027188961,17.3723256783511,18.4915588671204,,,,79.5360975609756,19.5,,,1.59,44197.6191013908,100.0,,78.016,39.7703018188477,,,,,40.2085931277001,,,,4.1,74.0,,99.9,
1994,Japan,3.5693199634552,,,,20.5895212542546,17.6960239275145,18.8594443984051,,,,79.6968292682927,19.3,,,0.8,39933.5150564874,100.0,,77.881,38.4202690124512,,,105.850189208984,105.776031494141,40.2418012479353,,,,4.2,80.0,,,
1993,Japan,3.36711001396179,,,,21.1450483413933,18.1427038186714,19.3488368667641,,,,79.3036585365854,19.1,,,0.401,36345.2441262708,100.0,,77.746,,,,,,40.2343732460394,,,,4.4,85.0,,,
1992,Japan,,,,,22.6604021340283,18.973293183553,20.4630208991681,,,,79.080243902439,18.8,,,0.0967,31992.7902119161,100.0,,77.61,29.4865608215332,,,105.731918334961,103.358909606934,40.4376587387491,,,,4.4,87.0,,,
